,time,A,ift_0_X,ift_0_D,ift_0_C,ift_0_Z,ift_1_X,ift_1_D,ift_1_C,ift_1_Z,ift_2_X,ift_2_D,ift_2_C,ift_2_Z,ift_3_X,ift_3_D,ift_3_C,ift_3_Z,ift_4_X,ift_4_D,ift_4_C,ift_4_Z,ift_5_X,ift_5_D,ift_5_C,ift_5_Z,ift_6_X,ift_6_D,ift_6_C,ift_6_Z,ift_7_X,ift_7_D,ift_7_C,ift_7_Z,ift_8_X,ift_8_D,ift_8_C,ift_8_Z,ift_9_X,ift_9_D,ift_9_C,ift_9_Z,ift_10_X,ift_10_D,ift_10_C,ift_10_Z,ift_11_X,ift_11_D,ift_11_C,ift_11_Z,ift_12_X,ift_12_D,ift_12_C,ift_12_Z,ift_13_X,ift_13_D,ift_13_C,ift_13_Z,ift_14_X,ift_14_D,ift_14_C,ift_14_Z,ift_15_X,ift_15_D,ift_15_C,ift_15_Z,ift_16_X,ift_16_D,ift_16_C,ift_16_Z,ift_17_X,ift_17_D,ift_17_C,ift_17_Z,ift_18_X,ift_18_D,ift_18_C,ift_18_Z,ift_19_X,ift_19_D,ift_19_C,ift_19_Z,flagella_0_U,flagella_1_U
0,0.0,800.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,200.0,0.0
1,0.7507507507507507,671.0,1.0,1.0,10.0,1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,10.0,1.0,2.0,1.0,10.0,1.0,0.0,1.0,10.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,10.0,1.0,2.0,1.0,10.0,1.0,0.0,1.0,10.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,10.0,1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,10.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,10.0,1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,1.0,0.0,1.0,199.0,10.0
2,1.5015015015015014,602.0,1.0,1.0,10.0,1.0,2.0,1.0,10.0,1.0,3.0,1.0,10.0,1.0,4.0,1.0,10.0,1.0,3.0,1.0,10.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,10.0,1.0,3.0,1.0,10.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,10.0,0.0,2.0,1.0,10.0,0.0,2.0,1.0,10.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,10.0,1.0,1.0,1.0,10.0,0.0,2.0,1.0,10.0,1.0,0.0,1.0,10.0,1.0,0.0,1.0,10.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,0.0,1.0,198.0,10.0
3,2.2522522522522523,603.0,2.0,1.0,10.0,1.0,4.0,1.0,10.0,1.0,3.0,1.0,10.0,1.0,4.0,1.0,10.0,1.0,3.0,1.0,10.0,1.0,2.0,1.0,10.0,0.0,6.0,1.0,10.0,1.0,3.0,1.0,10.0,1.0,2.0,1.0,10.0,0.0,2.0,1.0,10.0,0.0,2.0,1.0,10.0,0.0,4.0,1.0,10.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,10.0,1.0,2.0,1.0,10.0,0.0,5.0,1.0,10.0,1.0,4.0,1.0,10.0,1.0,1.0,1.0,10.0,1.0,2.0,1.0,10.0,1.0,3.0,1.0,0.0,1.0,197.0,10.0
4,3.003003003003003,605.0,3.0,1.0,10.0,1.0,5.0,1.0,10.0,1.0,4.0,1.0,10.0,1.0,5.0,1.0,10.0,1.0,4.0,1.0,10.0,1.0,4.0,1.0,10.0,0.0,9.0,1.0,10.0,1.0,3.0,1.0,10.0,1.0,3.0,1.0,10.0,0.0,4.0,1.0,10.0,0.0,4.0,1.0,10.0,0.0,6.0,1.0,10.0,1.0,1.0,1.0,10.0,0.0,3.0,1.0,10.0,1.0,3.0,1.0,10.0,0.0,6.0,1.0,10.0,1.0,4.0,1.0,10.0,1.0,3.0,1.0,10.0,1.0,4.0,1.0,10.0,1.0,3.0,1.0,0.0,1.0,196.0,9.0
5,3.7537537537537533,606.0,3.0,1.0,10.0,1.0,6.0,1.0,10.0,1.0,7.0,1.0,10.0,1.0,7.0,1.0,10.0,1.0,5.0,1.0,10.0,1.0,6.0,1.0,10.0,0.0,9.0,1.0,10.0,1.0,3.0,1.0,10.0,1.0,3.0,1.0,10.0,0.0,8.0,1.0,10.0,0.0,4.0,1.0,10.0,0.0,7.0,1.0,10.0,1.0,5.0,1.0,10.0,0.0,4.0,1.0,10.0,1.0,6.0,1.0,10.0,0.0,18.0,-1.0,0.0,1.0,5.0,1.0,10.0,1.0,3.0,1.0,10.0,1.0,8.0,1.0,10.0,1.0,7.0,1.0,0.0,1.0,196.0,18.0
6,4.504504504504505,608.0,5.0,1.0,10.0,1.0,10.0,1.0,10.0,1.0,8.0,1.0,10.0,1.0,8.0,1.0,10.0,1.0,5.0,1.0,10.0,1.0,9.0,1.0,10.0,0.0,10.0,1.0,10.0,1.0,6.0,1.0,10.0,1.0,5.0,1.0,10.0,0.0,10.0,1.0,10.0,0.0,4.0,1.0,10.0,0.0,8.0,1.0,10.0,1.0,6.0,1.0,10.0,0.0,5.0,1.0,10.0,1.0,9.0,1.0,10.0,0.0,16.0,-1.0,0.0,1.0,7.0,1.0,10.0,1.0,3.0,1.0,10.0,1.0,11.0,1.0,10.0,1.0,7.0,1.0,0.0,1.0,195.0,17.0
7,5.255255255255255,610.0,8.0,1.0,10.0,1.0,15.0,1.0,10.0,1.0,10.0,1.0,10.0,1.0,9.0,1.0,10.0,1.0,6.0,1.0,10.0,1.0,12.0,1.0,10.0,0.0,12.0,1.0,10.0,1.0,7.0,1.0,10.0,1.0,6.0,1.0,10.0,0.0,13.0,1.0,10.0,0.0,8.0,1.0,10.0,0.0,8.0,1.0,10.0,1.0,9.0,1.0,10.0,0.0,6.0,1.0,10.0,1.0,11.0,1.0,10.0,0.0,12.0,-1.0,0.0,1.0,10.0,1.0,10.0,1.0,6.0,1.0,10.0,1.0,14.0,1.0,10.0,1.0,9.0,1.0,0.0,1.0,193.0,17.0
8,6.006006006006006,611.0,11.0,1.0,10.0,1.0,17.0,1.0,10.0,1.0,12.0,1.0,10.0,1.0,11.0,1.0,10.0,1.0,8.0,1.0,10.0,1.0,12.0,1.0,10.0,0.0,12.0,1.0,10.0,1.0,9.0,1.0,10.0,1.0,9.0,1.0,10.0,0.0,14.0,1.0,10.0,0.0,10.0,1.0,10.0,0.0,9.0,1.0,10.0,1.0,9.0,1.0,10.0,0.0,7.0,1.0,10.0,1.0,12.0,1.0,10.0,0.0,9.0,-1.0,0.0,1.0,12.0,1.0,10.0,1.0,7.0,1.0,10.0,1.0,16.0,1.0,10.0,1.0,13.0,1.0,0.0,1.0,192.0,17.0
9,6.756756756756756,616.0,13.0,1.0,10.0,1.0,25.0,-1.0,0.0,1.0,12.0,1.0,10.0,1.0,13.0,1.0,10.0,1.0,9.0,1.0,10.0,1.0,13.0,1.0,10.0,0.0,14.0,1.0,10.0,1.0,10.0,1.0,10.0,1.0,11.0,1.0,10.0,0.0,15.0,1.0,10.0,0.0,12.0,1.0,10.0,0.0,11.0,1.0,10.0,1.0,12.0,1.0,10.0,0.0,9.0,1.0,10.0,1.0,15.0,1.0,10.0,0.0,7.0,-1.0,0.0,1.0,16.0,1.0,10.0,1.0,7.0,1.0,10.0,1.0,16.0,1.0,10.0,1.0,14.0,1.0,0.0,1.0,188.0,26.0
