,_N,_M,C_max,_alpha,_beta,_gamma,_zeta,_phi,lmb_1,lmb_p,lmb_2,lmb_3,lmb_m,lmb_4,_mu,s_p,s_m
0,40,4,10,0.01,0.3,1,1,1,2,2,2,3.5,3.5,3.5,0,1,1
