,time,L0,B0,L1,B1,A
0,0.0,0.0,0.0,600.0,0.0,1000.0
1,2.002002002002002,34.48444952822137,0.0,598.5453711654153,0.0,966.9701793063634
2,4.004004004004004,48.05118616578187,0.0,597.0830313646422,0.0,954.8657824695761
3,6.0060060060060065,57.916203517249876,0.0,595.6171146353812,0.0,946.466681847369
4,8.008008008008009,65.88098503574886,0.0,594.1490853216762,0.0,939.9699296425749
5,10.01001001001001,72.64122430699693,0.0,592.6797840602966,0.0,934.6789916327066
6,12.012012012012013,78.5525451315037,0.0,591.2097753062961,0.0,930.2376795622002
7,14.014014014014016,83.82550553043244,0.0,589.7394720979303,0.0,926.4350223716373
8,16.016016016016017,88.5968449454283,0.0,588.269193873782,0.0,923.1339611807895
9,18.01801801801802,92.96123540727622,0.0,586.7991974927515,0.0,920.2395670999721
10,20.02002002002002,96.98738585252337,0.0,585.3296955772855,0.0,917.682918570191
11,22.022022022022025,100.72700317816525,0.0,583.8608681486247,0.0,915.41212867321
12,24.024024024024026,104.22013361570271,0.0,582.3928704064086,0.0,913.3869959778884
13,26.026026026026027,107.49852555925607,0.0,580.9258381530917,0.0,911.5756362876521
14,28.028028028028032,110.58784281753088,0.0,579.4598917061423,0.0,909.9522654763266
15,30.030030030030034,113.50917275107896,0.0,577.9951387975824,0.0,908.4956884513385
16,32.032032032032035,116.28008654764102,0.0,576.5316767745735,0.0,907.1882366777854
17,34.034034034034036,118.91540297208628,0.0,575.0695943020837,0.0,906.01500272583
18,36.03603603603604,121.4277532018614,0.0,573.6089727058367,0.0,904.963274092302
19,38.03803803803804,123.82800428251326,0.0,572.149887044136,0.0,904.0221086733508
20,40.04004004004004,126.12558299442293,0.0,570.6924069762828,0.0,903.1820100292942
21,42.04204204204205,128.32872766619903,0.0,569.236597474805,0.0,902.4346748589961
22,44.04404404404405,130.44468541075304,0.0,567.7825194135249,0.0,901.7727951757221
23,46.04604604604605,132.4798703603646,0.0,566.330230061785,0.0,901.1898995778504
24,48.04804804804805,134.4399903668018,0.0,564.8797834990855,0.0,900.6802261341127
25,50.050050050050054,136.33015007182533,0.0,563.4312309675811,0.0,900.2386189605935
26,52.052052052052055,138.15493554931456,0.0,561.9846211738604,0.0,899.8604432768249
27,54.054054054054056,139.91848429288996,0.0,560.5400005485511,0.0,899.5415151585588
28,56.056056056056065,141.62454358583201,0.0,559.0974134711703,0.0,899.2780429429978
29,58.058058058058066,143.27651972352922,0.0,557.656902466413,0.0,899.0665778100577
30,60.06006006006007,144.8775183403228,0.0,556.2185083726913,0.0,898.903973286986
31,62.06206206206207,146.43038110890322,0.0,554.7822704967865,0.0,898.7873483943105
32,64.06406406406407,147.9377148661069,0.0,553.3482267440885,0.0,898.7140583898048
33,66.06606606606607,149.4019175044828,0.0,551.916413736289,0.0,898.6816687592284
34,68.06806806806807,150.82520062793267,0.0,550.486866917245,0.0,898.6879324548225
35,70.07007007007007,152.2096086241912,0.0,549.0596206456626,0.0,898.7307707301464
36,72.07207207207207,153.5570355098564,0.0,547.6347082787541,0.0,898.8082562113897
37,74.07407407407408,154.869239810237,0.0,546.2121622477915,0.0,898.9185979419716
38,76.07607607607608,156.14785744144115,0.0,544.7920141257089,0.0,899.0601284328502
39,78.07807807807808,157.39441322537246,0.0,543.3742946885941,0.0,899.2312920860337
40,80.08008008008008,158.6103305871605,0.0,541.9590339696925,0.0,899.4306354431471
41,82.0820820820821,159.79694074254996,0.0,540.5462613106517,0.0,899.6567979467985
42,84.0840840840841,160.95549095840335,0.0,539.1360054083277,0.0,899.9085036332691
43,86.0860860860861,162.08715118711544,0.0,537.7282943547403,0.0,900.1845544581444
44,88.0880880880881,163.1930207201649,0.0,536.3231556760448,0.0,900.4838236037904
45,90.0900900900901,164.27413368810866,0.0,534.9206163667924,0.0,900.805249945099
46,92.0920920920921,165.33146435547258,0.0,533.5207029224049,0.0,901.1478327221225
47,94.0940940940941,166.36593161593527,0.0,532.1234413680252,0.0,901.5106270160396
48,96.0960960960961,167.3784032526084,0.0,530.7288572857838,0.0,901.8927394616079
49,98.0980980980981,168.36969967194483,0.0,529.3369758393973,0.0,902.2933244886578
50,100.10010010010011,169.34059736194396,0.0,527.9478217970972,0.0,902.7115808409588
51,102.10210210210211,170.2918320073958,0.0,526.5614195527787,0.0,903.1467484398255
52,104.10410410410411,171.2241013357682,0.0,525.1777931454905,0.0,903.5981055187414
53,106.10610610610611,172.1380678315123,0.0,523.796966278016,0.0,904.0649658904717
54,108.10810810810811,173.0343608681008,0.0,522.4189623324621,0.0,904.5466767994371
55,110.11011011011011,173.91357867164476,0.0,521.0438043847977,0.0,905.0426169435574
56,112.11211211211213,174.7762912692705,0.0,519.6715152238119,0.0,905.5521935069175
57,114.11411411411413,175.62304136759843,0.0,518.3021173598947,0.0,906.0748412725068
58,116.11611611611613,176.4543463068394,0.0,516.9356330386976,0.0,906.6100206544629
59,118.11811811811813,177.2707000148485,0.0,515.5720842545152,0.0,907.1572157306362
60,120.12012012012013,178.07257375897356,0.0,514.2114927577057,0.0,907.7159334833207
61,122.12212212212214,178.86041801690968,0.0,512.8538800674587,0.0,908.2857019156316
62,124.12412412412414,179.63466354901402,0.0,511.4992674802544,0.0,908.8660689707316
63,126.12612612612614,180.39572231223192,0.0,510.1476760773307,0.0,909.4566016104375
64,128.12812812812814,181.14398892784686,0.0,508.799126735023,0.0,910.0568843371302
65,130.13013013013014,181.87984132463328,0.0,507.45364013041365,0.0,910.6665185449531
66,132.13213213213214,182.60364172746895,0.0,506.1112367487522,0.0,911.2851215237788
67,134.13413413413414,183.31573768957307,0.0,504.77193689097214,0.0,911.9123254194548
68,136.13613613613614,184.01646260188267,0.0,503.435760678197,0.0,912.5477767199203
69,138.13813813813815,184.7061366376844,0.0,502.10272805860455,0.0,913.1911353037109
70,140.14014014014015,185.38506739889078,0.0,500.7728588124339,0.0,913.8420737886752
71,142.14214214214215,186.05355046902474,0.0,499.4461725563336,0.0,914.5002769746416
72,144.14414414414415,186.7118702397401,0.0,498.1226887492659,0.0,915.165441010994
73,146.14614614614615,187.36030021076303,0.0,496.8024266951272,0.0,915.8372730941097
74,148.14814814814815,187.99910347467832,0.0,495.4854055463908,0.0,916.5154909789309
75,150.15015015015015,188.62853344045894,0.0,494.17164430921844,0.0,917.1998222503225
76,152.15215215215215,189.24883454233844,0.0,492.8611618484129,0.0,917.8900036092485
77,154.15415415415416,189.86024211673637,0.0,491.55397688693085,0.0,918.5857809963327
78,156.15615615615616,190.4629829682864,0.0,490.2501080097648,0.0,919.2869090219486
79,158.15815815815816,191.05727607257703,0.0,488.94957366858876,0.0,919.9931502588341
80,160.16016016016016,191.6433327235183,0.0,487.6523921828093,0.0,920.7042750936722
81,162.1621621621622,192.22135675615294,0.0,486.35858174101594,0.0,921.420061502831
82,164.1641641641642,192.79154497010023,0.0,485.06816040368324,0.0,922.1402946262162
83,166.1661661661662,193.35408767627644,0.0,483.7811461067528,0.0,922.8647662169706
84,168.1681681681682,193.9091686686231,0.0,482.4975566610671,0.0,923.5932746703096
85,170.1701701701702,194.4569655444916,0.0,481.2174097542344,0.0,924.3256247012737
86,172.1721721721722,194.9976500943676,0.0,479.94072295299947,0.0,925.0616269526325
87,174.1741741741742,195.53138856054332,0.0,478.6675137045893,0.0,925.8010977348671
88,176.1761761761762,196.05834171095458,0.0,477.3977993366206,0.0,926.5438589524244
89,178.1781781781782,196.57866511333137,0.0,476.1315970584744,0.0,927.2897378281939
90,180.1801801801802,197.09250948090545,0.0,474.86892396313334,0.0,928.0385665559609
91,182.1821821821822,197.60002074500926,0.0,473.6097970269734,0.0,928.790182228017
92,184.1841841841842,198.10134022626244,0.0,472.3542331102309,0.0,929.5444266635063
93,186.1861861861862,198.59660486020684,0.0,471.10224895786376,0.0,930.3011461819291
94,188.1881881881882,199.08594744357399,0.0,469.8538612005681,0.0,931.0601913558576
