,_k,_alpha,_beta,_betab,_lmb_1,_lmb_p,_lmb_2,_lmb_3,_lmb_m,_lmb_4,_mu,A_zone_init,_M,_N
0,1,0.01,0.3,0.6,2,2,2,3.5,3.5,3.5,1,0,3,0
