,time,A,ift_0_X,ift_0_D,ift_0_C,ift_0_Z,ift_1_X,ift_1_D,ift_1_C,ift_1_Z,ift_2_X,ift_2_D,ift_2_C,ift_2_Z,ift_3_X,ift_3_D,ift_3_C,ift_3_Z,ift_4_X,ift_4_D,ift_4_C,ift_4_Z,ift_5_X,ift_5_D,ift_5_C,ift_5_Z,ift_6_X,ift_6_D,ift_6_C,ift_6_Z,ift_7_X,ift_7_D,ift_7_C,ift_7_Z,ift_8_X,ift_8_D,ift_8_C,ift_8_Z,ift_9_X,ift_9_D,ift_9_C,ift_9_Z,ift_10_X,ift_10_D,ift_10_C,ift_10_Z,ift_11_X,ift_11_D,ift_11_C,ift_11_Z,ift_12_X,ift_12_D,ift_12_C,ift_12_Z,ift_13_X,ift_13_D,ift_13_C,ift_13_Z,ift_14_X,ift_14_D,ift_14_C,ift_14_Z,ift_15_X,ift_15_D,ift_15_C,ift_15_Z,ift_16_X,ift_16_D,ift_16_C,ift_16_Z,ift_17_X,ift_17_D,ift_17_C,ift_17_Z,ift_18_X,ift_18_D,ift_18_C,ift_18_Z,ift_19_X,ift_19_D,ift_19_C,ift_19_Z,flagella_0_U,flagella_1_U
0,0.0,1000.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,600.0
1,2.002002002002002,804.0,0.0,1.0,10.0,0.0,2.0,1.0,10.0,0.0,2.0,1.0,10.0,0.0,0.0,1.0,10.0,0.0,2.0,1.0,10.0,1.0,3.0,1.0,10.0,0.0,6.0,1.0,10.0,0.0,0.0,1.0,10.0,0.0,1.0,1.0,10.0,0.0,3.0,1.0,10.0,0.0,4.0,1.0,10.0,0.0,2.0,1.0,10.0,1.0,2.0,1.0,10.0,0.0,1.0,1.0,10.0,0.0,2.0,1.0,0.0,0.0,6.0,1.0,10.0,0.0,2.0,1.0,10.0,0.0,2.0,1.0,10.0,0.0,2.0,1.0,10.0,0.0,1.0,1.0,10.0,0.0,8.0,598.0
2,4.004004004004004,806.0,4.0,1.0,10.0,0.0,6.0,1.0,10.0,0.0,6.0,1.0,10.0,0.0,8.0,1.0,10.0,0.0,7.0,1.0,10.0,1.0,10.0,1.0,10.0,0.0,9.0,1.0,10.0,0.0,4.0,1.0,10.0,0.0,5.0,1.0,10.0,0.0,5.0,1.0,10.0,0.0,6.0,1.0,10.0,0.0,3.0,1.0,10.0,1.0,9.0,1.0,10.0,0.0,4.0,1.0,10.0,0.0,4.0,1.0,0.0,0.0,17.0,-1.0,0.0,0.0,7.0,1.0,10.0,0.0,6.0,1.0,10.0,0.0,6.0,1.0,10.0,0.0,8.0,1.0,10.0,0.0,18.0,596.0
3,6.0060060060060065,812.0,11.0,1.0,10.0,0.0,9.0,1.0,10.0,0.0,9.0,1.0,10.0,0.0,14.0,1.0,10.0,0.0,11.0,1.0,10.0,1.0,12.0,1.0,10.0,0.0,12.0,1.0,10.0,0.0,11.0,1.0,10.0,0.0,8.0,1.0,10.0,0.0,7.0,1.0,10.0,0.0,9.0,1.0,10.0,0.0,6.0,1.0,10.0,1.0,11.0,1.0,10.0,0.0,9.0,1.0,10.0,0.0,9.0,1.0,0.0,0.0,8.0,-1.0,0.0,0.0,8.0,1.0,10.0,0.0,13.0,1.0,10.0,0.0,10.0,1.0,10.0,0.0,14.0,1.0,10.0,0.0,15.0,593.0
4,8.008008008008009,817.0,13.0,1.0,10.0,0.0,13.0,1.0,10.0,0.0,13.0,1.0,10.0,0.0,20.0,1.0,10.0,0.0,13.0,1.0,10.0,1.0,14.0,1.0,10.0,0.0,17.0,1.0,10.0,0.0,13.0,1.0,10.0,0.0,10.0,1.0,10.0,0.0,7.0,1.0,10.0,0.0,12.0,1.0,10.0,0.0,9.0,1.0,10.0,1.0,14.0,1.0,10.0,0.0,12.0,1.0,10.0,0.0,13.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,16.0,1.0,10.0,0.0,18.0,1.0,10.0,0.0,17.0,1.0,10.0,0.0,20.0,-1.0,0.0,0.0,22.0,591.0
5,10.01001001001001,808.0,17.0,1.0,10.0,0.0,14.0,1.0,10.0,0.0,16.0,1.0,10.0,0.0,31.0,-1.0,0.0,0.0,16.0,1.0,10.0,1.0,17.0,1.0,10.0,0.0,23.0,1.0,10.0,0.0,15.0,1.0,10.0,0.0,13.0,1.0,10.0,0.0,10.0,1.0,10.0,0.0,14.0,1.0,10.0,0.0,11.0,1.0,10.0,1.0,17.0,1.0,10.0,0.0,15.0,1.0,10.0,0.0,16.0,1.0,0.0,0.0,2.0,1.0,10.0,1.0,19.0,1.0,10.0,0.0,20.0,1.0,10.0,0.0,22.0,1.0,10.0,0.0,12.0,-1.0,0.0,0.0,32.0,590.0
6,12.012012012012013,816.0,21.0,1.0,10.0,0.0,18.0,1.0,10.0,0.0,19.0,1.0,10.0,0.0,19.0,-1.0,0.0,0.0,20.0,1.0,10.0,1.0,20.0,1.0,10.0,0.0,29.0,1.0,10.0,0.0,21.0,1.0,10.0,0.0,19.0,1.0,10.0,0.0,15.0,1.0,10.0,0.0,17.0,1.0,10.0,0.0,13.0,1.0,10.0,1.0,22.0,1.0,10.0,0.0,21.0,1.0,10.0,0.0,22.0,1.0,0.0,0.0,8.0,1.0,10.0,1.0,24.0,1.0,10.0,0.0,22.0,1.0,10.0,0.0,27.0,1.0,10.0,0.0,4.0,-1.0,0.0,0.0,29.0,585.0
7,14.014014014014016,811.0,24.0,1.0,10.0,0.0,23.0,1.0,10.0,0.0,21.0,1.0,10.0,0.0,13.0,-1.0,0.0,0.0,22.0,1.0,10.0,1.0,23.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,24.0,1.0,10.0,0.0,23.0,1.0,10.0,0.0,19.0,1.0,10.0,0.0,24.0,1.0,10.0,0.0,20.0,1.0,10.0,1.0,26.0,1.0,10.0,0.0,27.0,1.0,10.0,0.0,25.0,1.0,0.0,0.0,10.0,1.0,10.0,1.0,27.0,1.0,10.0,0.0,28.0,1.0,10.0,0.0,31.0,1.0,10.0,0.0,1.0,1.0,10.0,0.0,37.0,582.0
8,16.016016016016017,814.0,29.0,1.0,10.0,0.0,25.0,1.0,10.0,0.0,23.0,1.0,10.0,0.0,7.0,-1.0,0.0,0.0,27.0,1.0,10.0,1.0,26.0,1.0,10.0,0.0,3.0,1.0,0.0,0.0,26.0,1.0,10.0,0.0,27.0,1.0,10.0,0.0,21.0,1.0,10.0,0.0,28.0,1.0,10.0,0.0,24.0,1.0,10.0,1.0,28.0,1.0,10.0,0.0,32.0,1.0,10.0,0.0,31.0,1.0,0.0,0.0,12.0,1.0,10.0,1.0,30.0,1.0,10.0,0.0,30.0,1.0,10.0,0.0,35.0,1.0,10.0,0.0,2.0,1.0,10.0,0.0,36.0,580.0
9,18.01801801801802,809.0,30.0,1.0,10.0,0.0,31.0,1.0,10.0,0.0,25.0,1.0,10.0,0.0,1.0,1.0,10.0,1.0,30.0,1.0,10.0,1.0,32.0,1.0,10.0,0.0,7.0,1.0,0.0,0.0,31.0,1.0,10.0,0.0,34.0,1.0,10.0,0.0,24.0,1.0,10.0,0.0,30.0,1.0,10.0,0.0,27.0,1.0,10.0,1.0,31.0,1.0,10.0,0.0,34.0,1.0,10.0,0.0,33.0,1.0,0.0,0.0,15.0,1.0,10.0,1.0,32.0,1.0,10.0,0.0,33.0,1.0,10.0,0.0,38.0,-1.0,0.0,0.0,6.0,1.0,10.0,0.0,42.0,579.0
