,time,A,ift_0_X,ift_0_D,ift_0_C,ift_0_Z,ift_1_X,ift_1_D,ift_1_C,ift_1_Z,ift_2_X,ift_2_D,ift_2_C,ift_2_Z,ift_3_X,ift_3_D,ift_3_C,ift_3_Z,ift_4_X,ift_4_D,ift_4_C,ift_4_Z,ift_5_X,ift_5_D,ift_5_C,ift_5_Z,ift_6_X,ift_6_D,ift_6_C,ift_6_Z,ift_7_X,ift_7_D,ift_7_C,ift_7_Z,ift_8_X,ift_8_D,ift_8_C,ift_8_Z,ift_9_X,ift_9_D,ift_9_C,ift_9_Z,flagella_0_U
0,0.0,1000.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0
1,2.002002002002002,913.0,-1.0,-1.0,0.0,0.0,3.0,1.0,10.0,0.0,1.0,1.0,10.0,0.0,3.0,1.0,0.0,0.0,5.0,1.0,10.0,0.0,3.0,1.0,10.0,0.0,0.0,1.0,10.0,0.0,1.0,1.0,10.0,0.0,4.0,1.0,10.0,0.0,5.0,1.0,10.0,0.0,7.0
2,4.004004004004004,904.0,5.0,1.0,10.0,0.0,9.0,1.0,10.0,0.0,6.0,1.0,10.0,0.0,4.0,1.0,0.0,0.0,7.0,1.0,10.0,0.0,4.0,1.0,10.0,0.0,4.0,1.0,10.0,0.0,4.0,1.0,10.0,0.0,8.0,1.0,10.0,0.0,2.0,1.0,0.0,0.0,16.0
3,6.0060060060060065,904.0,8.0,1.0,10.0,0.0,14.0,1.0,10.0,0.0,9.0,1.0,10.0,0.0,8.0,1.0,0.0,0.0,11.0,1.0,10.0,0.0,9.0,1.0,10.0,0.0,10.0,1.0,10.0,0.0,8.0,1.0,10.0,0.0,9.0,1.0,10.0,0.0,9.0,1.0,0.0,0.0,16.0
4,8.008008008008009,905.0,12.0,1.0,10.0,0.0,1.0,1.0,0.0,0.0,13.0,1.0,10.0,0.0,10.0,1.0,0.0,0.0,15.0,1.0,10.0,0.0,14.0,1.0,10.0,0.0,12.0,1.0,10.0,0.0,13.0,1.0,10.0,0.0,12.0,1.0,10.0,0.0,15.0,1.0,0.0,0.0,25.0
5,10.01001001001001,908.0,15.0,1.0,10.0,0.0,3.0,1.0,0.0,0.0,17.0,1.0,10.0,0.0,14.0,1.0,0.0,0.0,18.0,1.0,10.0,0.0,19.0,1.0,10.0,0.0,16.0,1.0,10.0,0.0,17.0,1.0,10.0,0.0,15.0,1.0,10.0,0.0,18.0,1.0,0.0,0.0,22.0
6,12.012012012012013,910.0,19.0,1.0,10.0,0.0,17.0,1.0,0.0,0.0,27.0,-1.0,0.0,0.0,17.0,1.0,0.0,0.0,20.0,1.0,10.0,0.0,22.0,1.0,10.0,0.0,18.0,1.0,10.0,0.0,18.0,1.0,10.0,0.0,23.0,1.0,10.0,0.0,20.0,1.0,0.0,0.0,30.0
7,14.014014014014016,910.0,22.0,1.0,10.0,0.0,23.0,1.0,0.0,0.0,22.0,-1.0,0.0,0.0,19.0,1.0,0.0,0.0,25.0,1.0,10.0,0.0,26.0,1.0,10.0,0.0,25.0,1.0,10.0,0.0,23.0,1.0,10.0,0.0,24.0,1.0,10.0,0.0,23.0,1.0,0.0,0.0,30.0
8,16.016016016016017,913.0,24.0,1.0,10.0,0.0,26.0,1.0,0.0,0.0,17.0,-1.0,0.0,0.0,20.0,1.0,0.0,0.0,29.0,1.0,10.0,0.0,31.0,1.0,10.0,0.0,29.0,1.0,10.0,0.0,36.0,-1.0,0.0,0.0,27.0,1.0,10.0,0.0,30.0,1.0,0.0,0.0,37.0
9,18.01801801801802,918.0,31.0,1.0,10.0,0.0,33.0,1.0,0.0,0.0,8.0,-1.0,0.0,0.0,25.0,1.0,0.0,0.0,33.0,1.0,10.0,0.0,41.0,-1.0,0.0,0.0,33.0,1.0,10.0,0.0,31.0,-1.0,0.0,0.0,32.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,42.0
10,20.02002002002002,910.0,34.0,1.0,10.0,0.0,34.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,33.0,1.0,0.0,0.0,37.0,1.0,10.0,0.0,35.0,-1.0,0.0,0.0,38.0,1.0,10.0,0.0,25.0,-1.0,0.0,0.0,35.0,1.0,10.0,0.0,3.0,1.0,0.0,0.0,40.0
