   0.00000;1000.00000;  -1.00000;  -1.00000;   0.00000;   0.00000;  -1.00000;  -1.00000;   0.00000;   0.00000;  -1.00000;  -1.00000;   0.00000;   0.00000;  -1.00000;  -1.00000;   0.00000;   0.00000;  -1.00000;  -1.00000;   0.00000;   0.00000;  -1.00000;  -1.00000;   0.00000;   0.00000;  -1.00000;  -1.00000;   0.00000;   0.00000;  -1.00000;  -1.00000;   0.00000;   0.00000;  -1.00000;  -1.00000;   0.00000;   0.00000;  -1.00000;  -1.00000;   0.00000;   0.00000;   0.00000;   0.00000
   0.20020; 904.38208;  16.00000;   1.00000;   9.60596;   0.00000;   4.00000;   1.00000;   9.13517;   0.00000;  14.00000;   1.00000;   9.50990;   0.00000;  12.00000;   1.00000;   9.80100;   0.00000;  18.90000;  -1.00000;   0.00000;   0.00000;  12.00000;   1.00000;   9.70299;   0.00000;  11.00000;   1.00000;   9.32065;   0.00000;   1.00000;  -1.00000;   0.00000;   0.00000;  10.00000;   1.00000;   9.41480;   0.00000;   3.00000;   1.00000;   9.22745;   0.00000;  19.90000;   0.00000
   0.40040; 886.38487;   7.50596;  -1.00000;   0.00000;   0.00000;  11.00000;   1.00000;   9.13517;   0.00000;  21.00000;   1.00000;   9.50990;   0.00000;  25.00000;   1.00000;   9.80100;   0.00000;   5.00000;   1.00000;   8.95338;   0.00000;  23.00000;   1.00000;   9.70299;   0.00000;  19.00000;   1.00000;   9.32065;   0.00000;  18.00000;   1.00000;   9.04382;   0.00000;  26.00000;   1.00000;   9.41480;   0.00000;  16.00000;   1.00000;   9.22745;   0.00000;  29.50596;   0.00000
   0.60060; 877.52102;   5.00000;   1.00000;   8.86385;   0.00000;  22.00000;   1.00000;   9.13517;   0.00000;  35.00000;   1.00000;   9.50990;   0.00000;  31.30696;  -1.00000;   0.00000;   0.00000;  16.00000;   1.00000;   8.95338;   0.00000;  32.00000;   1.00000;   9.70299;   0.00000;  31.00000;   1.00000;   9.32065;   0.00000;  33.00000;   1.00000;   9.04382;   0.00000;  42.72176;  -1.00000;   0.00000;   0.00000;  27.00000;   1.00000;   9.22745;   0.00000;  48.72176;   0.00000
   0.80080; 877.52102;  19.00000;   1.00000;   8.86385;   0.00000;  31.00000;   1.00000;   9.13517;   0.00000;   1.00000;   1.00000;   0.00000;   0.00000;  11.30696;  -1.00000;   0.00000;   0.00000;  27.00000;   1.00000;   8.95338;   0.00000;  39.00000;   1.00000;   9.70299;   0.00000;  47.00000;   1.00000;   9.32065;   0.00000;  44.00000;   1.00000;   9.04382;   0.00000;  18.72176;  -1.00000;   0.00000;   0.00000;  36.00000;   1.00000;   9.22745;   0.00000;  58.23166;   0.00000
   1.00100; 860.05835;  32.00000;   1.00000;   8.86385;   0.00000;  49.00000;   1.00000;   9.13517;   0.00000;   8.00000;   1.00000;   0.00000;   0.00000;   9.00000;   1.00000;   8.77521;   0.00000;  41.00000;   1.00000;   8.95338;   0.00000;  44.00000;   1.00000;   9.70299;   0.00000;   2.00000;   1.00000;   0.00000;   0.00000;  55.00000;   1.00000;   9.04382;   0.00000;   1.00000;   1.00000;   8.68746;   0.00000;  51.00000;   1.00000;   9.22745;   0.00000;  67.55232;   0.00000
   1.20120; 860.05835;  47.00000;   1.00000;   8.86385;   0.00000;  67.00000;   1.00000;   9.13517;   0.00000;  25.00000;   1.00000;   0.00000;   0.00000;  23.00000;   1.00000;   8.77521;   0.00000;  56.00000;   1.00000;   8.95338;   0.00000;  56.00000;   1.00000;   9.70299;   0.00000;  13.00000;   1.00000;   0.00000;   0.00000;   1.00000;   1.00000;   0.00000;   0.00000;  12.00000;   1.00000;   8.68746;   0.00000;  67.00000;   1.00000;   9.22745;   0.00000;  76.59614;   0.00000
   1.40140; 860.05835;  59.00000;   1.00000;   8.86385;   0.00000;  79.73131;  -1.00000;   0.00000;   0.00000;  38.00000;   1.00000;   0.00000;   0.00000;  30.00000;   1.00000;   8.77521;   0.00000;  66.00000;   1.00000;   8.95338;   0.00000;  65.00000;   1.00000;   9.70299;   0.00000;  22.00000;   1.00000;   0.00000;   0.00000;  11.00000;   1.00000;   0.00000;   0.00000;  24.00000;   1.00000;   8.68746;   0.00000;  75.00000;   1.00000;   9.22745;   0.00000;  85.73131;   0.00000
   1.60160; 860.05835;  76.00000;   1.00000;   8.86385;   0.00000;  61.73131;  -1.00000;   0.00000;   0.00000;  52.00000;   1.00000;   0.00000;   0.00000;  45.00000;   1.00000;   8.77521;   0.00000;  83.00000;   1.00000;   8.95338;   0.00000;  76.00000;   1.00000;   9.70299;   0.00000;  33.00000;   1.00000;   0.00000;   0.00000;  22.00000;   1.00000;   0.00000;   0.00000;  37.00000;   1.00000;   8.68746;   0.00000;   7.00000;   1.00000;   0.00000;   0.00000;  84.95876;  10.00000
   1.80180; 860.05835;  85.00000;   1.00000;   8.86385;   0.00000;  36.73131;  -1.00000;   0.00000;   0.00000;  67.00000;   1.00000;   0.00000;   0.00000;  57.00000;   1.00000;   8.77521;   0.00000;  12.00000;   1.00000;   0.00000;   0.00000;  88.00000;   1.00000;   9.70299;   0.00000;  47.00000;   1.00000;   0.00000;   0.00000;  31.00000;   1.00000;   0.00000;   0.00000;  49.00000;   1.00000;   8.68746;   0.00000;  18.00000;   1.00000;   0.00000;   0.00000;  93.91214;  10.00000
