,time,L0,B0,L1,B1,L2,B2,A
0,0.0,600.0,0.0,50.0,0.0,300.0,0.0,0.0
1,2.002002002002002,597.9996728198621,0.0,48.03883672802332,0.0,298.0026473529265,0.0,5.95884309918827
2,4.004004004004004,596.0026822643614,0.0,46.163096986495695,0.0,296.01460722493584,0.0,11.819613524206934
3,6.0060060060060065,594.0090060188945,0.0,44.37844002137897,0.0,294.0358924190394,0.0,17.57666154068713
4,8.008008008008009,592.0186180008346,0.0,42.6904925505536,0.0,292.0665048963502,0.0,23.22438455226156
5,10.01001001001001,590.0314883452128,0.0,41.104721636778926,0.0,290.10643555525013,0.0,28.75735446275815
6,12.012012012012013,588.0475834775068,0.0,39.62628110726996,0.0,288.15566425564947,0.0,34.1704711595738
7,14.014014014014016,586.0668662782762,0.0,38.25984026567029,0.0,286.21416010904943,0.0,39.4591333470042
8,16.016016016016017,584.0892963575484,0.0,37.00939878636732,0.0,284.28188209109624,0.0,44.61942276498809
9,18.01801801801802,582.1148304474959,0.0,35.878099169425624,0.0,282.3587800087213,0.0,49.64829037435728
10,20.02002002002002,580.1434229113636,0.0,34.86805201632918,0.0,280.44479582445246,0.0,54.54372924785501
11,22.022022022022025,578.1750263606701,0.0,33.9801898599628,0.0,278.5398653227447,0.0,59.304918456622666
12,24.024024024024026,576.2095923618975,0.0,33.21416592268329,0.0,276.6439200713757,0.0,63.93232164404364
13,26.026026026026027,574.2470722039063,0.0,32.568311291887944,0.0,274.75688960040475,0.0,68.4277269038011
14,28.028028028028032,572.2874176898183,0.0,32.03965857161465,0.0,272.87870369695213,0.0,72.79422004161512
15,30.030030030030034,570.3305819131732,0.0,31.6240327324113,0.0,271.00929469958027,0.0,77.03609065483542
16,32.032032032032035,568.3765199787036,0.0,31.316201988924295,0.0,269.14859967438247,0.0,81.15867835798979
17,34.034034034034036,566.4251896332669,0.0,31.110074706843616,0.0,267.2965623670134,0.0,85.16817329287629
18,36.03603603603604,564.4765517813779,0.0,30.998923935659576,0.0,265.45313484850294,0.0,89.07138943445986
19,38.03803803803804,562.530570870824,0.0,30.975619881148518,0.0,263.61827880348744,0.0,92.87553044454019
20,40.04004004004004,560.5872151451765,0.0,31.032852353295464,0.0,261.7919664421865,0.0,96.58796605934177
21,42.04204204204205,558.6464567699944,0.0,31.163329159002707,0.0,259.9741810471476,0.0,100.21603302385553
22,44.04404404404405,556.7082718470479,0.0,31.35994142946733,0.0,258.1649171890133,0.0,103.76686953447185
23,46.04604604604605,554.772640335505,0.0,31.61589189167195,0.0,256.3641806607044,0.0,107.24728711211897
24,48.04804804804805,552.8395459008779,0.0,31.92478631988537,0.0,254.57198818656283,0.0,110.66367959267421
25,50.050050050050054,550.9089757121103,0.0,32.28069143438994,0.0,252.78836696344592,0.0,114.02196589005415
26,52.052052052052055,548.9809202052223,0.0,32.678164295829255,0.0,251.01335408639358,0.0,117.3275614125551
27,54.054054054054056,547.0553728290736,0.0,33.11225895155632,0.0,249.2469959042362,0.0,120.58537231513422
28,56.056056056056065,545.1323297856408,0.0,33.578516008834015,0.0,247.48934734202112,0.0,123.79980686350432
29,58.058058058058066,543.2117897741416,0.0,34.07294023881926,0.0,245.7404712186564,0.0,126.97479876838301
30,60.06006006006007,541.2937537455723,0.0,34.591970498804834,0.0,244.00043758037214,0.0,130.113838175251
31,62.06206206206207,539.378224671677,0.0,35.13244511238605,0.0,242.2693230631014,0.0,133.22000715283582
32,64.06406406406407,537.4652073324975,0.0,35.69156637527994,0.0,240.54721029784315,0.0,136.29601599437987
33,66.06606606606607,535.5547081197885,0.0,36.266863878427095,0.0,238.83418735147504,0.0,139.34424065030964
34,68.06806806806807,533.6467348606162,0.0,36.85616001902488,0.0,237.1303472178033,0.0,142.36675790255586
35,70.07007007007007,531.7412966586526,0.0,37.45753741218304,0.0,235.43578735229076,0.0,145.36537857687395
36,72.07207207207207,529.8384037522186,0.0,38.06930889371986,0.0,233.75060924856237,0.0,148.34167810549943
37,74.07407407407408,527.9380673875793,0.0,38.689990193899675,0.0,232.07491805296974,0.0,151.29702436555147
38,76.07607607607608,526.0402997071931,0.0,39.318275423138886,0.0,230.40882221733796,0.0,154.2326026523302
39,78.07807807807808,524.1451136503852,0.0,39.95301515778183,0.0,228.75243318264444,0.0,157.14943800918869
40,80.08008008008008,522.2525228658419,0.0,40.593196976191834,0.0,227.10586509241915,0.0,160.0484150655472
41,82.0820820820821,520.3625416342771,0.0,41.23792868382166,0.0,225.46923453188901,0.0,162.93029515001226
42,84.0840840840841,518.4751848000168,0.0,41.886422773254736,0.0,223.84266028802284,0.0,165.79573213870557
43,86.0860860860861,516.5904677120191,0.0,42.5379839076948,0.0,222.22626313394096,0.0,168.64528524634508
44,88.0880880880881,514.7084061689324,0.0,43.19199680091438,0.0,220.62016562096375,0.0,171.47943140918946
45,90.0900900900901,512.8290163747022,0.0,43.84791666855751,0.0,219.02449189727443,0.0,174.29857505946586
46,92.0920920920921,510.95231489520586,0.0,44.50526021145774,0.0,217.4393675268494,0.0,177.10305736648695
47,94.0940940940941,509.0783186224392,0.0,45.1635980735194,0.0,215.86491932614723,0.0,179.89316397789412
48,96.0960960960961,507.20704474252415,0.0,45.822548325592805,0.0,214.30127520835507,0.0,182.66913172352793
49,98.0980980980981,505.3385107057649,0.0,46.48177041666986,0.0,212.74856403036208,0.0,185.43115484720312
50,100.10010010010011,503.4727342028375,0.0,47.14096052366649,0.0,211.2069154536173,0.0,188.17938981987865
51,102.10210210210211,501.60973314005656,0.0,47.79984670251295,0.0,209.6764597991028,0.0,190.9139603583277
52,104.10410410410411,499.7495256212206,0.0,48.4581855655027,0.0,208.1573279176236,0.0,193.63496089565305
53,106.10610610610611,497.8921299273003,0.0,49.115758409909496,0.0,206.64965105039516,0.0,196.342460612395
54,108.10810810810811,496.03756450238495,0.0,49.77236883310914,0.0,205.15356070418295,0.0,199.03650596032293
55,110.11011011011011,494.1858479369708,0.0,50.42783965182783,0.0,203.66918851508854,0.0,201.71712389611287
56,112.11211211211213,492.3369989569142,0.0,51.08201117202942,0.0,202.19666612530435,0.0,204.384323745752
57,114.11411411411413,490.4910364097197,0.0,51.73473875952464,0.0,200.7361250483968,0.0,207.03809978235884
58,116.11611611611613,488.64797925564494,0.0,52.385891553109204,0.0,199.28769654513255,0.0,209.67843264611324
59,118.11811811811813,486.80784655648654,0.0,53.03535056877733,0.0,197.85151148891134,0.0,212.3052913858247
60,120.12012012012013,484.97065746821335,0.0,53.683007703122506,0.0,196.4277002388686,0.0,214.91863458979552
61,122.12212212212214,483.1364312318307,0.0,54.32876426739928,0.0,195.01639250443708,0.0,217.51841199633287
62,124.12412412412414,481.3051871677784,0.0,54.97253034309643,0.0,193.61771721638655,0.0,220.10456527273863
63,126.12612612612614,479.4769446675213,0.0,55.614223434851866,0.0,192.2318023869389,0.0,222.6770295106879
64,128.12812812812814,477.65172318884066,0.0,56.253767966455726,0.0,190.8587749764638,0.0,225.23573386823983
65,130.13013013013014,475.8295422500339,0.0,56.89109447276748,0.0,189.49876075473074,0.0,227.78060252246783
66,132.13213213213214,474.0104214249772,0.0,57.52613896892183,0.0,188.1518841609302,0.0,230.31155544517074
