0.000000000000000000e+00;1.900000000000000000e+03
1.000066671111407457e+00;1.899669892652922272e+03
2.000133342222814914e+00;1.899339901714869711e+03
3.000200013334222149e+00;1.899010027185219997e+03
4.000266684445629828e+00;1.898680269063087735e+03
5.000333355557037507e+00;1.898350627344785380e+03
6.000400026668444298e+00;1.898021102029217218e+03
7.000466697779851977e+00;1.897691693116383931e+03
8.000533368891259656e+00;1.897362400606285291e+03
9.000600040002666447e+00;1.897033224498921072e+03
1.000066671111407501e+01;1.896704164794291501e+03
1.100073338222548180e+01;1.896375221492396804e+03
1.200080005333688860e+01;1.896046394593236300e+03
1.300086672444829716e+01;1.895717684096810672e+03
1.400093339555970395e+01;1.895389090003119691e+03
1.500100006667111252e+01;1.895060612312163130e+03
1.600106673778251931e+01;1.894732251023844810e+03
1.700113340889392788e+01;1.894404006131211645e+03
1.800120008000533289e+01;1.894075877629981051e+03
1.900126675111674146e+01;1.893747865520153027e+03
2.000133342222815003e+01;1.893419969801727802e+03
2.100140009333955504e+01;1.893092190474704921e+03
2.200146676445096361e+01;1.892764527539084838e+03
2.300153343556237218e+01;1.892436980994867099e+03
2.400160010667377719e+01;1.892109550842052158e+03
2.500166677778518576e+01;1.891782237080639788e+03
2.600173344889659433e+01;1.891455039710629990e+03
2.700180012000800289e+01;1.891127958732022762e+03
2.800186679111940791e+01;1.890800994144818105e+03
2.900193346223081647e+01;1.890474145942807809e+03
3.000200013334222504e+01;1.890147414117685230e+03
3.100206680445363006e+01;1.889820798669407850e+03
3.200213347556503862e+01;1.889494299597975669e+03
3.300220014667644364e+01;1.889167916903388686e+03
3.400226681778785576e+01;1.888841650585646676e+03
3.500233348889926077e+01;1.888515500644750091e+03
3.600240016001066579e+01;1.888189467080698478e+03
3.700246683112207791e+01;1.887863549893492291e+03
3.800253350223348292e+01;1.887537749083131075e+03
3.900260017334488793e+01;1.887212064649615058e+03
4.000266684445630005e+01;1.886886496592944241e+03
4.100273351556770507e+01;1.886561044897974625e+03
4.200280018667911008e+01;1.886235709523222795e+03
4.300286685779052220e+01;1.885910490466317924e+03
4.400293352890192722e+01;1.885585387727260013e+03
4.500300020001333223e+01;1.885260401306049289e+03
4.600306687112474435e+01;1.884935531202685297e+03
4.700313354223614937e+01;1.884610777417168492e+03
4.800320021334755438e+01;1.884286139949498647e+03
4.900326688445896650e+01;1.883961618799675534e+03
5.000333355557037152e+01;1.883637213967699608e+03
5.100340022668178364e+01;1.883312925453570642e+03
5.200346689779318865e+01;1.882988753257288636e+03
5.300353356890459366e+01;1.882664697378853589e+03
5.400360024001600578e+01;1.882340757818265502e+03
5.500366691112741080e+01;1.882016934575524374e+03
5.600373358223881581e+01;1.881693227650630433e+03
5.700380025335022793e+01;1.881369637043583225e+03
5.800386692446163295e+01;1.881046162754383204e+03
5.900393359557303796e+01;1.880722804783029915e+03
6.000400026668445008e+01;1.880399563129523813e+03
6.100406693779585510e+01;1.880076437793864670e+03
6.200413360890726011e+01;1.879753428776052488e+03
6.300420028001867223e+01;1.879430536076087037e+03
6.400426695113007725e+01;1.879107759693968774e+03
6.500433362224148937e+01;1.878785099629697697e+03
6.600440029335288727e+01;1.878462555883273353e+03
6.700446696446429939e+01;1.878140128454695969e+03
6.800453363557571151e+01;1.877817817343965544e+03
6.900460030668710942e+01;1.877495622551082306e+03
7.000466697779852154e+01;1.877173544076045800e+03
7.100473364890993366e+01;1.876851581918856482e+03
7.200480032002133157e+01;1.876529736079514123e+03
7.300486699113274369e+01;1.876208006558018724e+03
7.400493366224415581e+01;1.875886393354370057e+03
7.500500033335555372e+01;1.875564896468568577e+03
7.600506700446696584e+01;1.875243515900614284e+03
7.700513367557837796e+01;1.874922251650506723e+03
7.800520034668977587e+01;1.874601103718246122e+03
7.900526701780118799e+01;1.874280072103832481e+03
8.000533368891260011e+01;1.873959156807266027e+03
8.100540036002399802e+01;1.873638357828546305e+03
8.200546703113541014e+01;1.873317675167673769e+03
8.300553370224682226e+01;1.872997108824647967e+03
8.400560037335822017e+01;1.872676658799469351e+03
8.500566704446963229e+01;1.872356325092137695e+03
8.600573371558104441e+01;1.872036107702652998e+03
8.700580038669244232e+01;1.871716006631015262e+03
8.800586705780385444e+01;1.871396021877224484e+03
8.900593372891526656e+01;1.871076153441280667e+03
9.000600040002666447e+01;1.870756401323184036e+03
9.100606707113807659e+01;1.870436765522934138e+03
9.200613374224948871e+01;1.870117246040531199e+03
9.300620041336088661e+01;1.869797842875975448e+03
9.400626708447229873e+01;1.869478556029266656e+03
9.500633375558371085e+01;1.869159385500404596e+03
9.600640042669510876e+01;1.868840331232068820e+03
9.700646709780652088e+01;1.868521393157916464e+03
9.800653376891793300e+01;1.868202571277859988e+03
9.900660044002934512e+01;1.867883865591900076e+03
1.000066671111407430e+02;1.867565276100036044e+03
1.010067337822521552e+02;1.867246802802268576e+03
1.020068004533635673e+02;1.866928445698597216e+03
1.030068671244749652e+02;1.866610204789021964e+03
1.040069337955863773e+02;1.866292080073543048e+03
1.050070004666977894e+02;1.865974071552160240e+03
1.060070671378091873e+02;1.865656179224873767e+03
1.070071338089205994e+02;1.865338403091683404e+03
1.080072004800320116e+02;1.865020743152589375e+03
1.090072671511434095e+02;1.864703199407591455e+03
1.100073338222548216e+02;1.864385771856689871e+03
1.110074004933662337e+02;1.864068460499884623e+03
1.120074671644776316e+02;1.863751265337175255e+03
1.130075338355890437e+02;1.863434186368562450e+03
1.140076005067004559e+02;1.863117223594045754e+03
1.150076671778118538e+02;1.862800377013625166e+03
