0.0000000000 1.0000000000 1.0000000000 1.0000000000 1.0000000000
0.2666666657 0.9765391128 1.2337039876 0.9738328993 1.0824780529
1.0537129910 0.9139820474 1.8548012064 0.9007153423 1.3527179641
1.9753845560 0.8555397163 2.4687922590 0.8223676157 1.7135701064
2.9387061160 0.8171318251 3.0077542525 0.7481060512 2.1339987136
3.7323983150 0.8103970000 3.3974003391 0.6922486125 2.5099621994
4.3926956510 0.8296253220 3.7029133304 0.6491509827 2.8426866513
4.9691736210 0.8722469808 3.9709575535 0.6138619075 3.1491480250
5.4896157270 0.9387864588 4.2276410539 0.5837703404 3.4405523061
5.9699044810 1.0314609435 4.4901871186 0.5574168218 3.7243555023
6.4206304570 1.1538798204 4.7726321974 0.5338704238 4.0066388761
6.8492963730 1.3110324023 5.0881916122 0.5125025059 4.2928921791
7.2614149930 1.5094061631 5.4506555968 0.4928734994 4.5884791402
7.6611517980 1.7571977650 5.8754253473 0.4746685940 4.8990009019
8.0517335530 2.0646055708 6.3804408011 0.4576586740 5.2306289822
8.4357247210 2.4442037652 6.9871410403 0.4416754919 5.5904495829
8.8152253130 2.9114037275 7.7215590833 0.4265954050 5.9868529510
9.1920208220 3.4850097932 8.6156479357 0.4123285663 6.4300032505
9.5677033040 4.1878746545 9.7089480829 0.3988118063 6.9324327851
9.9437766720 5.0476517628 11.0507397261 0.3860042037 7.5098209743
10.3217563300 6.0976231579 12.7028754713 0.3738848311 8.1820461654
10.7032720400 7.3775393015 14.7435681228 0.3624525313 8.9746428410
11.0901826700 8.9343195034 17.2725162248 0.3517279549 9.9208671758
11.4847109600 10.8222720054 20.4178710197 0.3417585627 11.0646805292
11.8896025600 13.1020839948 24.3455934662 0.3326280168 12.4651050474
12.3082971600 15.8369412621 29.2713719173 0.3244724852 14.2025326994
12.7450426100 19.0822229069 35.4732798930 0.3175077819 16.3873756697
13.2047111000 22.8614492881 43.2961070906 0.3120712872 19.1697402007
13.6916540000 27.1162157928 53.1171594577 0.3086728791 22.7419526581
14.2064063300 31.6244708589 65.2041927773 0.3080046229 27.3083267604
14.7407124200 35.9457427158 79.4238190214 0.3107743688 32.9893612392
15.2787684500 39.5568321755 95.0866695680 0.3173429704 39.7313945367
15.8103582400 42.1425956015 111.3633123284 0.3276417479 47.4097714953
16.3387897100 43.6679075842 127.7626589449 0.3415678105 56.0175640218
16.8760259000 44.2312818895 144.1094483649 0.3592848591 65.7071728837
17.4376970100 43.9536544332 160.3553664104 0.3812800810 76.7635616151
18.0436912900 42.9366311963 176.4987522152 0.4084413969 89.6379289151
18.7201180100 41.2469268712 192.5026222635 0.4421541893 105.0090182136
19.5000448300 38.9224820089 208.1390545503 0.4842620711 123.8163897794
20.4321349600 35.9677777106 222.9240953271 0.5372768747 147.4762533820
21.5894698500 32.3585471553 235.8430935839 0.6042292888 178.0965062308
23.0758628700 28.0825585042 244.8813624380 0.6872871407 218.5012600251
24.8871989500 23.5378084439 246.8566999127 0.7777092547 267.9628134628
26.8055164700 19.4877541448 241.0978886000 0.8552957966 319.1437231889
28.8915888000 15.8570337782 228.7425831517 0.9156044004 372.0952958085
31.1862338900 12.6359792908 210.8014205844 0.9531052632 426.0575518330
33.7188127700 9.8373616805 188.5150164914 0.9628212516 479.7268240226
36.2631162500 7.6570183584 165.6085225512 0.9448359411 527.2274416303
38.7954859000 5.9796218220 143.6529575691 0.9057869569 568.3099921530
41.2960244100 4.7049447595 123.5694127808 0.8525590936 603.2305574563
43.7170501100 3.7638099812 106.0161880657 0.7920973000 632.2014539963
45.9650410200 3.1109037435 91.5344140840 0.7316357285 655.3127982743
47.9275149900 2.7047629861 80.3705822787 0.6775786335 672.8643776070
49.5593119300 2.4905556528 72.1614868793 0.6328289755 685.8251487866
50.9074533700 2.4127824907 66.1408790546 0.5965430799 695.5520304088
52.0493501100 2.4336588726 61.6106461119 0.5665863628 703.1830945573
53.0515600900 2.5342947539 58.0980215767 0.5410625873 709.4816991049
53.9632951700 2.7096659348 55.3148121957 0.5185969782 714.9353587792
54.8099567700 2.9614794310 53.1212469847 0.4984843508 719.8054342070
55.6092928900 3.2959468677 51.4389692716 0.4802538510 724.2702071761
56.3745817500 3.7230436083 50.2298148418 0.4635818196 728.4617905250
57.1162352600 4.2561988026 49.4859078137 0.4482487351 732.4856438788
57.8428712500 4.9121795560 49.2249876468 0.4341132999 736.4332827454
58.5620999300 5.7109744487 49.4891854335 0.4210977352 740.3916828206
59.2811556100 6.6754305664 50.3464821862 0.4091817762 744.4513991465
60.0074554400 7.8302297708 51.8945234630 0.3984048383 748.7148561157
60.7491221800 9.1994007066 54.2664072470 0.3888776342 753.3060019005
61.5154225900 10.8007684636 57.6369191552 0.3808063117 758.3820576752
62.3168435800 12.6342656055 62.2233980087 0.3745325384 764.1460761156
63.1639391400 14.6592782259 68.2631477520 0.3705847775 770.8516302532
64.0631162200 16.7590417843 75.9252890326 0.3696967137 778.7719979938
65.0086309500 18.7149339914 85.1184492240 0.3726618301 788.0926694897
65.9800172700 20.2602787496 95.3326649308 0.3799440387 798.7868944980
66.9594266300 21.2188267221 105.8441200794 0.3914630504 810.7134978124
67.9505833500 21.5600760909 116.0903467870 0.4069459468 823.8822842862
68.9763494200 21.3316861360 125.7212270240 0.4262984297 838.5419212172
70.0748898000 20.5923221912 134.4790943082 0.4497421301 855.2049432740
71.2970753200 19.3849706983 142.0184169649 0.4776849519 874.6286607064
72.7091288500 17.7400708622 147.7524945783 0.5103946480 897.8169000491
74.4142551400 15.6734817687 150.7315048080 0.5476593219 926.2605425053
76.5833657600 13.1957099931 149.3561241310 0.5875455008 962.1480055651
78.9024839200 10.8912978731 143.2105353957 0.6175382770 999.0739570941
81.3258609100 8.9014496690 133.5265100585 0.6335394648 1035.1973777130
83.9358074300 7.2064522339 121.1858786006 0.6340897347 1070.7208786066
86.8002162000 5.8224776364 107.0482124356 0.6178426738 1105.4408824984
89.1258296900 5.0325421957 96.0158548053 0.5946950112 1130.4368767900
91.4514431800 4.5364956662 85.9485500229 0.5653849664 1152.8146424305
93.3753434600 4.3668854873 78.6584823467 0.5382751990 1169.5906719170
94.9507646200 4.4172951681 73.5734434326 0.5151875670 1182.3430629165
96.3085441000 4.6241821835 69.9574342698 0.4952687213 1192.7590360545
97.5390514700 4.9670752088 67.3987090019 0.4776333449 1201.8506842264
98.6863536800 5.4421358725 65.7249888763 0.4618934231 1210.1297717547
99.7804769800 6.0536793047 64.8620868651 0.4478209569 1217.9438919854
100.8445276000 6.8103939692 64.8003613951 0.4353038578 1225.5649815511
101.8981756000 7.7221605337 65.5812696678 0.4243352744 1233.2355588356
102.9598979000 8.7958425131 67.2919271485 0.4150201308 1241.2009272767
104.0484628000 10.0281339207 70.0610800057 0.4075995853 1249.7356786952
105.1833667000 11.3927357606 74.0456257845 0.4024925156 1259.1637503020
106.3827891000 12.8194395732 79.3832071858 0.4003336005 1269.8552486370
107.6566151000 14.1711802747 86.0711947211 0.4019236415 1282.1567220850
108.9969085000 15.2525410161 93.7875284751 0.4079421837 1296.2359553650
110.3840188000 15.8894511724 101.8733066759 0.4185340312 1312.0320220206
111.8162275000 16.0118112116 109.6235324461 0.4333538187 1329.5402426010
113.3282320000 15.6342640698 116.4905956764 0.4520221504 1349.1199327238
115.0049589000 14.7840919349 122.0133706667 0.4744992118 1371.7809462344
116.9880465000 13.4600537718 125.4612133793 0.5007357193 1399.2747660306
119.6220439000 11.5642609531 125.2830322044 0.5304142955 1435.8378452387
122.4052981000 9.7126160167 120.5343704434 0.5511062409 1473.2409781966
125.1130265000 8.2101656511 113.0542914706 0.5589028658 1507.4813210327
127.9346538000 7.0094359409 103.8209705138 0.5546059341 1540.3922300254
130.9507269000 6.1581870238 93.7765602612 0.5384448709 1572.3182525413
133.1137731000 5.8398401507 87.1521049307 0.5215165652 1593.2803777812
135.2768193000 5.7928043836 81.4650977569 0.5018795922 1612.8599953793
137.1373000000 5.9985727036 77.6149165481 0.4840650251 1628.8260467314
138.7625319000 6.3887572993 75.2452162434 0.4686896848 1642.3151303066
140.2575468000 6.9359926542 74.0360855293 0.4553619074 1654.5243624750
141.6831663000 7.6295167114 73.8682002179 0.4439309995 1666.1554564936
143.0820910000 8.4611847534 74.7255975805 0.4344229596 1677.7221532517
144.4899087000 9.4158492856 76.6552224508 0.4270289278 1689.6832827676
145.9399377000 10.4595944230 79.7369796230 0.4221281697 1702.5113127280
147.4639571000 11.5234725422 84.0328135959 0.4203139508 1716.7188668936
