0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.900000000000000000e+03
5.005005005005005003e+00;1.055000000000000000e+03;1.040000000000000000e+03;9.860000000000000000e+02;9.840000000000000000e+02;9.880000000000000000e+02;1.011000000000000000e+03;9.580000000000000000e+02;1.015000000000000000e+03;9.240000000000000000e+02;1.016000000000000000e+03;1.896000000000000000e+03
1.001001001001001001e+01;-1.656000000000000000e+03;-1.706000000000000000e+03;-1.833000000000000000e+03;-1.637000000000000000e+03;-1.772000000000000000e+03;-1.679000000000000000e+03;-1.698000000000000000e+03;-1.719000000000000000e+03;-1.892000000000000000e+03;-1.718000000000000000e+03;1.903000000000000000e+03
1.501501501501501501e+01;6.500000000000000000e+01;-8.000000000000000000e+00;-1.800000000000000000e+01;7.900000000000000000e+01;-8.000000000000000000e+00;5.400000000000000000e+01;3.000000000000000000e+01;8.000000000000000000e+00;-9.200000000000000000e+01;8.000000000000000000e+00;1.899000000000000000e+03
2.002002002002002001e+01;1.051000000000000000e+03;1.016000000000000000e+03;9.680000000000000000e+02;1.070000000000000000e+03;9.580000000000000000e+02;1.075000000000000000e+03;1.027000000000000000e+03;1.014000000000000000e+03;9.140000000000000000e+02;1.022000000000000000e+03;1.893000000000000000e+03
2.502502502502502324e+01;-1.605000000000000000e+03;-1.711000000000000000e+03;-1.805000000000000000e+03;-1.579000000000000000e+03;-1.810000000000000000e+03;-1.573000000000000000e+03;-1.698000000000000000e+03;-1.628000000000000000e+03;-1.795000000000000000e+03;-1.650000000000000000e+03;1.897000000000000000e+03
3.003003003003003002e+01;5.300000000000000000e+01;3.300000000000000000e+01;-7.500000000000000000e+01;9.400000000000000000e+01;-8.900000000000000000e+01;7.900000000000000000e+01;2.100000000000000000e+01;8.200000000000000000e+01;3.100000000000000000e+01;2.500000000000000000e+01;1.889000000000000000e+03
3.503503503503503680e+01;1.027000000000000000e+03;1.044000000000000000e+03;9.330000000000000000e+02;1.111000000000000000e+03;9.570000000000000000e+02;1.046000000000000000e+03;1.040000000000000000e+03;1.062000000000000000e+03;1.025000000000000000e+03;1.047000000000000000e+03;1.885000000000000000e+03
4.004004004004004003e+01;-1.642000000000000000e+03;-1.580000000000000000e+03;-1.775000000000000000e+03;-1.457000000000000000e+03;-1.768000000000000000e+03;-1.708000000000000000e+03;-1.645000000000000000e+03;-1.550000000000000000e+03;-1.586000000000000000e+03;-1.504000000000000000e+03;1.889000000000000000e+03
4.504504504504504325e+01;3.700000000000000000e+01;1.030000000000000000e+02;-1.200000000000000000e+01;1.600000000000000000e+02;2.300000000000000000e+01;7.400000000000000000e+01;5.100000000000000000e+01;1.200000000000000000e+02;1.290000000000000000e+02;1.430000000000000000e+02;1.883000000000000000e+03
5.005005005005004648e+01;1.024000000000000000e+03;1.139000000000000000e+03;1.014000000000000000e+03;1.136000000000000000e+03;1.034000000000000000e+03;1.079000000000000000e+03;1.044000000000000000e+03;1.091000000000000000e+03;1.095000000000000000e+03;1.131000000000000000e+03;1.881000000000000000e+03
5.505505505505505681e+01;-1.540000000000000000e+03;-1.475000000000000000e+03;-1.647000000000000000e+03;-1.426000000000000000e+03;-1.714000000000000000e+03;-1.632000000000000000e+03;-1.597000000000000000e+03;-1.390000000000000000e+03;-1.514000000000000000e+03;-1.426000000000000000e+03;1.885000000000000000e+03
6.006006006006006004e+01;1.420000000000000000e+02;1.770000000000000000e+02;4.200000000000000000e+01;1.710000000000000000e+02;7.400000000000000000e+01;5.200000000000000000e+01;7.800000000000000000e+01;1.760000000000000000e+02;1.360000000000000000e+02;2.330000000000000000e+02;1.881000000000000000e+03
6.506506506506507037e+01;1.101000000000000000e+03;1.107000000000000000e+03;1.076000000000000000e+03;1.169000000000000000e+03;1.105000000000000000e+03;1.104000000000000000e+03;1.128000000000000000e+03;1.205000000000000000e+03;1.128000000000000000e+03;1.226000000000000000e+03;1.877000000000000000e+03
7.007007007007007360e+01;-1.458000000000000000e+03;-1.583000000000000000e+03;-1.485000000000000000e+03;-1.237000000000000000e+03;-1.494000000000000000e+03;-1.359000000000000000e+03;-1.453000000000000000e+03;-1.322000000000000000e+03;-1.378000000000000000e+03;-1.253000000000000000e+03;1.882000000000000000e+03
7.507507507507507682e+01;1.970000000000000000e+02;7.000000000000000000e+01;1.430000000000000000e+02;3.020000000000000000e+02;1.170000000000000000e+02;2.380000000000000000e+02;1.970000000000000000e+02;2.280000000000000000e+02;2.020000000000000000e+02;2.590000000000000000e+02;1.880000000000000000e+03
8.008008008008008005e+01;1.171000000000000000e+03;1.091000000000000000e+03;1.096000000000000000e+03;1.344000000000000000e+03;1.151000000000000000e+03;1.295000000000000000e+03;1.167000000000000000e+03;1.179000000000000000e+03;1.214000000000000000e+03;1.250000000000000000e+03;1.871000000000000000e+03
